Dig, Place, County, Label, Type, Latitude, Longitude
"2012","Ashwell","Hertfordshire","1","PIT",52.04209978898277,-0.15256247317693322
"2012","Ashwell","Hertfordshire","2","PIT",52.04151357651853,-0.15179256407644257
"2012","Ashwell","Hertfordshire","3","PIT",52.040719804029656,-0.15282636025600424
"2012","Ashwell","Hertfordshire","4","PIT",52.04060114928402,-0.1534344277627424
"2012","Ashwell","Hertfordshire","5","PIT",52.04023245906019,-0.15363879276114312
"2012","Ashwell","Hertfordshire","6","PIT",52.04418968679686,-0.15719035794067907
"2012","Ashwell","Hertfordshire","1","COR",52.04183875157704,-0.14410439527259217
"2012","Ashwell","Hertfordshire","2","COR",52.04314685322439,-0.1456664193351269
"2012","Ashwell","Hertfordshire","3","COR",52.03772414862009,-0.1607669524426676
"2012","Ashwell","Hertfordshire","4","COR",52.036781500763894,-0.15985776432637538
"2012","Ashwell","Hertfordshire","5","COR",52.04394498180267,-0.15279251168070324
"2012","Ashwell","Hertfordshire","6","COR",52.03659173286453,-0.1512844187389055
"2012","Ashwell","Hertfordshire","7","COR",52.03694634519535,-0.14742352916314846
"2012","Ashwell","Hertfordshire","8","COR",52.04069315168916,-0.1412204728794006
"2012","Ashwell","Hertfordshire","9","COR",52.042958900978334,-0.15783963967954154
