Dig, Place, County, Label, Type, Latitude, Longitude, X, Y
"2007","Pirton","Hertfordshire","1","PIT",51.97128837435528,-0.3289347395988797,429,235.5
"2007","Pirton","Hertfordshire","2","PIT",51.97379101282718,-0.3269134759742334,482,347.5
"2007","Pirton","Hertfordshire","3","PIT",51.97051435151686,-0.33278737086220006,326,198
"2007","Pirton","Hertfordshire","4","PIT",51.975496218263075,-0.3349214221489107,261,420
"2007","Pirton","Hertfordshire","5","PIT",51.97464196798274,-0.33372566766219053,295.5,381.5
"2007","Pirton","Hertfordshire","1","COR",51.975407250172154,-0.3271785963256385,474.5,420.5
"2007","Pirton","Hertfordshire","2","COR",51.96878345086833,-0.3320667619975094,347,123
"2007","Pirton","Hertfordshire","3","COR",51.97343540850751,-0.3404358614165812,109,323
"2007","Pirton","Hertfordshire","4","COR",51.971965648639376,-0.3290098646388106,427,265
"2007","Pirton","Hertfordshire","5","COR",51.97372761986953,-0.3257433475080322,513,346
"2007","Pirton","Hertfordshire","6","COR",51.9763825264008,-0.3334105665308017,302,460.5
