Dig, Place, County, Label, Type, Latitude, Longitude
"2009","Pirton","Hertfordshire","1","PIT",51.96920012801121,-0.3283600551232098
"2009","Pirton","Hertfordshire","2","PIT",51.96969410992245,-0.32911371614679735
"2009","Pirton","Hertfordshire","3","PIT",51.970560685372156,-0.3283147474471644
"2009","Pirton","Hertfordshire","4","PIT",51.97105233252095,-0.3279923523699852
"2009","Pirton","Hertfordshire","5","PIT",51.97071404660981,-0.3272087028309799
"2009","Pirton","Hertfordshire","6","PIT",51.96970540722718,-0.32806021780944994
"2009","Pirton","Hertfordshire","7","PIT",51.97446264633477,-0.3352847490732704
"2009","Pirton","Hertfordshire","8","PIT",51.97155161768654,-0.3276923423899956
"2009","Pirton","Hertfordshire","9","PIT",51.971497892331676,-0.3332035898425357
"2009","Pirton","Hertfordshire","10","PIT",51.97457915818144,-0.3321024547143583
"2009","Pirton","Hertfordshire","11","PIT",51.97740706154656,-0.33718791949828647
"2009","Pirton","Hertfordshire","12","PIT",51.977924641204744,-0.33660505530356827
"2009","Pirton","Hertfordshire","1","COR",51.975410863864546,-0.3271542371443965
"2009","Pirton","Hertfordshire","2","COR",51.973424593030906,-0.3404721640190967
"2009","Pirton","Hertfordshire","3","COR",51.96879401037071,-0.3320202028976278
"2009","Pirton","Hertfordshire","4","COR",51.97264907960548,-0.331417927501576
"2009","Pirton","Hertfordshire","5","COR",51.9747376796381,-0.33432744217761867
"2009","Pirton","Hertfordshire","6","COR",51.969773382735525,-0.3344458758067565
