Source,Pit,Context/Spit,Low Date,High Data,Type,Number,Weight
PotReportManuden11.doc,1,1,1800,1900,VIC,1,1
PotReportManuden11.doc,1,2,1800,1900,VIC,1,1
PotReportManuden11.doc,1,8,1800,1900,VIC,3,21
PotReportManuden11.doc,1,9,1600,1900,MB,1,7
PotReportManuden11.doc,1,9,1600,1900,SMW,1,1
PotReportManuden11.doc,1,9,1600,1900,VIC,36,132
PotReportManuden11.doc,1,10,1550,1900,GRE,2,48
PotReportManuden11.doc,1,10,1550,1900,MB,1,5
PotReportManuden11.doc,1,10,1550,1900,EST,1,14
PotReportManuden11.doc,1,10,1550,1900,VIC,39,145
PotReportManuden11.doc,2,1,1250,1900,MG,1,3
PotReportManuden11.doc,2,1,1250,1900,VIC,4,23
PotReportManuden11.doc,2,2,1550,1900,GRE,4,14
PotReportManuden11.doc,2,2,1550,1900,SS,1,3
PotReportManuden11.doc,2,2,1550,1900,EST,2,4
PotReportManuden11.doc,2,2,1550,1900,SWSG,2,5
PotReportManuden11.doc,2,2,1550,1900,VIC,8,84
PotReportManuden11.doc,2,3,1600,1900,MB,1,3
PotReportManuden11.doc,2,3,1600,1900,SS,1,2
PotReportManuden11.doc,2,3,1600,1900,EST,1,4
PotReportManuden11.doc,2,3,1600,1900,VIC,10,135
PotReportManuden11.doc,2,4,1600,1900,MB,1,7
PotReportManuden11.doc,2,4,1600,1900,TGE,1,1
PotReportManuden11.doc,2,4,1600,1900,SS,4,36
PotReportManuden11.doc,2,4,1600,1900,EST,2,45
PotReportManuden11.doc,2,4,1600,1900,SWSG,1,2
PotReportManuden11.doc,2,4,1600,1900,VIC,3,213
PotReportManuden11.doc,2,5,1700,1800,EST,2,6
PotReportManuden11.doc,2,6,1720,1750,SWSG,1,2
PotReportManuden11.doc,3,1,1800,1900,VIC,6,24
PotReportManuden11.doc,3,2,1600,1900,WCS,1,6
PotReportManuden11.doc,3,2,1600,1900,VIC,6,18
PotReportManuden11.doc,3,3,1800,1900,VIC,12,45
PotReportManuden11.doc,3,4,1700,1900,EST,1,3
PotReportManuden11.doc,3,4,1700,1900,VIC,19,38
PotReportManuden11.doc,3,5,1700,1900,EST,1,14
PotReportManuden11.doc,3,5,1700,1900,VIC,12,36
PotReportManuden11.doc,3,6,1700,1900,EST,2,9
PotReportManuden11.doc,3,6,1700,1900,VIC,19,102
PotReportManuden11.doc,3,7,1800,1900,VIC,1,1
PotReportManuden11.doc,4,1,1700,1900,EST,1,1
PotReportManuden11.doc,4,1,1700,1900,VIC,3,13
PotReportManuden11.doc,4,2,1800,1900,VIC,5,15
PotReportManuden11.doc,4,3,1800,1900,VIC,1,1
PotReportManuden11.doc,4,4,1550,1900,GRE,4,35
PotReportManuden11.doc,4,4,1550,1900,VIC,8,21
PotReportManuden11.doc,4,5,1700,1900,EST,2,4
PotReportManuden11.doc,4,5,1700,1900,VIC,19,73
PotReportManuden11.doc,4,6,1550,1900,GRE,2,10
PotReportManuden11.doc,4,6,1550,1900,VIC,14,142
PotReportManuden11.doc,4,7,1550,1900,GRE,6,96
PotReportManuden11.doc,4,7,1550,1900,MB,1,4
PotReportManuden11.doc,4,7,1550,1900,EST,2,18
PotReportManuden11.doc,4,7,1550,1900,SWSG,3,5
PotReportManuden11.doc,4,7,1550,1900,VIC,20,47
PotReportManuden11.doc,4,8,1400,1900,LMT,1,12
PotReportManuden11.doc,4,8,1400,1900,GRE,1,15
PotReportManuden11.doc,4,8,1400,1900,EST,2,2
PotReportManuden11.doc,4,8,1400,1900,VIC,2,6
PotReportManuden11.doc,5,1,1100,1900,EMW,1,4
PotReportManuden11.doc,5,1,1100,1900,VIC,1,4
PotReportManuden11.doc,5,3,1800,1900,VIC,1,10
PotReportManuden11.doc,5,7,1400,1550,LMT,1,3
PotReportManuden11.doc,6,1,1100,1900,EMW,1,7
PotReportManuden11.doc,6,1,1100,1900,VIC,25,199
PotReportManuden11.doc,6,2,1100,1900,EMW,1,13
PotReportManuden11.doc,6,2,1100,1900,GRE,1,6
PotReportManuden11.doc,6,2,1100,1900,VIC,15,589
PotReportManuden11.doc,6,3,1800,1900,VIC,61,2486
PotReportManuden11.doc,6,4,1800,1900,VIC,18,382
PotReportManuden11.doc,6,5,1800,1900,VIC,6,144
PotReportManuden11.doc,6,7,1800,1900,VIC,2,2
PotReportManuden11.doc,7,1,1800,1900,VIC,1,2
PotReportManuden11.doc,7,2,1550,1900,GRE,2,11
PotReportManuden11.doc,7,2,1550,1900,VIC,14,42
PotReportManuden11.doc,7,3,1550,1900,GRE,1,2
PotReportManuden11.doc,7,3,1550,1900,EST,1,7
PotReportManuden11.doc,7,3,1550,1900,VIC,26,62
PotReportManuden11.doc,7,4,1550,1900,GRE,1,3
PotReportManuden11.doc,7,4,1550,1900,VIC,63,235
PotReportManuden11.doc,7,5,1800,1900,VIC,33,170
PotReportManuden11.doc,7,6,1600,1900,TGE,1,1
PotReportManuden11.doc,7,6,1600,1900,VIC,52,156
PotReportSharnbrook11.doc,1,2,1800,1900,VIC,12,43
PotReportSharnbrook11.doc,1,3,1100,1900,SHC,1,5
PotReportSharnbrook11.doc,1,3,1100,1900,EST,9,86
PotReportSharnbrook11.doc,1,3,1100,1900,VIC,64,410
PotReportSharnbrook11.doc,1,5,1100,1900,SHC,2,9
PotReportSharnbrook11.doc,1,5,1100,1900,GRE,1,42
PotReportSharnbrook11.doc,1,5,1100,1900,VIC,12,19
PotReportSharnbrook11.doc,1,6,1100,1900,SHC,3,15
PotReportSharnbrook11.doc,1,6,1100,1900,EMW,1,6
PotReportSharnbrook11.doc,1,6,1100,1900,VIC,1,1
PotReportSharnbrook11.doc,1,7,1100,1900,SHC,2,18
PotReportSharnbrook11.doc,1,7,1100,1900,HG,1,5
PotReportSharnbrook11.doc,1,7,1100,1900,VIC,4,10
PotReportSharnbrook11.doc,1,8,1100,1900,SHC,1,8
PotReportSharnbrook11.doc,1,8,1100,1900,VIC,1,2
PotReportSharnbrook11.doc,2,3,1100,1350,SHC,1,3
PotReportSharnbrook11.doc,2,4,1550,1600,GRE,1,10
PotReportSharnbrook11.doc,2,5,300,1200,RB,1,3
PotReportSharnbrook11.doc,2,5,300,1200,SHC,1,4
PotReportSharnbrook11.doc,3,1,1150,1750,HG,1,4
PotReportSharnbrook11.doc,3,1,1150,1750,SMW,1,3
PotReportSharnbrook11.doc,3,2,100,1900,RB,1,4
PotReportSharnbrook11.doc,3,2,100,1900,HG,1,1
PotReportSharnbrook11.doc,3,2,100,1900,BB,1,2
PotReportSharnbrook11.doc,3,2,100,1900,VIC,1,1
PotReportSharnbrook11.doc,3,3,-50,1750,LIA,1,7
PotReportSharnbrook11.doc,3,3,-50,1750,RB,2,11
PotReportSharnbrook11.doc,3,3,-50,1750,SN,1,1
PotReportSharnbrook11.doc,3,3,-50,1750,EMW,1,4
PotReportSharnbrook11.doc,3,3,-50,1750,HG,1,2
PotReportSharnbrook11.doc,3,3,-50,1750,SMW,1,2
PotReportSharnbrook11.doc,3,4,100,400,RB,2,6
PotReportSharnbrook11.doc,4,1,1700,1900,EST,1,1
PotReportSharnbrook11.doc,4,1,1700,1900,VIC,1,3
PotReportSharnbrook11.doc,4,2,1450,1600,LMOx,1,1
PotReportSharnbrook11.doc,4,2,1450,1600,GRE,2,6
PotReportSharnbrook11.doc,4,3,1450,1900,LMOx,1,1
PotReportSharnbrook11.doc,4,3,1450,1900,VIC,3,3
PotReportSharnbrook11.doc,4,4,1600,1900,TGW,1,2
PotReportSharnbrook11.doc,4,4,1600,1900,SMW,1,3
PotReportSharnbrook11.doc,4,4,1600,1900,SWSG,1,2
PotReportSharnbrook11.doc,4,4,1600,1900,CRM,1,1
PotReportSharnbrook11.doc,4,4,1600,1900,VIC,2,2
PotReportSharnbrook11.doc,4,5,1450,1780,LMOx,1,20
PotReportSharnbrook11.doc,4,5,1450,1780,GRE,2,8
PotReportSharnbrook11.doc,4,5,1450,1780,SMW,1,13
PotReportSharnbrook11.doc,4,5,1450,1780,SWSG,2,5
PotReportSharnbrook11.doc,4,5,1450,1780,CRM,1,2
PotReportSharnbrook11.doc,5,2,1150,1900,HG,1,6
PotReportSharnbrook11.doc,5,2,1150,1900,LMOx,1,2
PotReportSharnbrook11.doc,5,2,1150,1900,VIC,5,19
PotReportSharnbrook11.doc,6,2,1450,1550,CW,1,2
PotReportSharnbrook11.doc,7,1,1800,1900,VIC,2,2
PotReportSharnbrook11.doc,7,3,1800,1900,VIC,1,1
PotReportSharnbrook11.doc,7,5,1100,1200,SHC,1,2
PotReportSharnbrook11.doc,7,5,1100,1200,EMW,1,2
PotReportSharnbrook11.doc,8,1,1800,1900,VIC,2,2
PotReportSharnbrook11.doc,8,2,1800,1900,VIC,1,3
PotReportSharnbrook11.doc,9,1,1800,1900,VIC,1,1
PotReportSharnbrook11.doc,9,3,1450,1900,LMOx,1,1
PotReportSharnbrook11.doc,9,3,1450,1900,VIC,4,9
PotReportSharnbrook11.doc,9,4,1800,1900,VIC,1,1
PotReportSharnbrook11.doc,10,2,1100,1900,SHC,1,1
PotReportSharnbrook11.doc,10,2,1100,1900,LB,2,30
PotReportSharnbrook11.doc,10,2,1100,1900,SMW,1,4
PotReportSharnbrook11.doc,10,2,1100,1900,VIC,2,27
PotReportSharnbrook11.doc,10,3,1450,1900,LMOx,1,14
PotReportSharnbrook11.doc,10,3,1450,1900,SMW,1,12
PotReportSharnbrook11.doc,10,3,1450,1900,EST,1,2
PotReportSharnbrook11.doc,10,3,1450,1900,VIC,1,5
PotReportSharnbrook11.doc,10,4,1450,1550,LMOx,1,2
PotReportSharnbrook11.doc,12,1,1800,1900,VIC,1,8
PotReportSharnbrook11.doc,12,2,1800,1900,VIC,1,1
PotReportClare11.doc,1,1,1800,1900,VIC,11,57
PotReportClare11.doc,1,2,1800,1900,VIC,12,54
PotReportClare11.doc,1,3,1400,1900,LMT,1,3
PotReportClare11.doc,1,3,1400,1900,SMW,1,4
PotReportClare11.doc,1,3,1400,1900,VIC,6,34
PotReportClare11.doc,1,4,1800,1900,VIC,9,41
PotReportClare11.doc,1,5,1800,1900,VIC,3,18
PotReportClare11.doc,1,6,1550,1900,GRE,2,8
PotReportClare11.doc,1,6,1550,1900,VIC,3,7
PotReportClare11.doc,1,7,1550,1900,GRE,3,48
PotReportClare11.doc,1,7,1550,1900,VIC,5,46
PotReportClare11.doc,2,1,1800,1900,VIC,4,8
PotReportClare11.doc,2,2,1800,1900,VIC,18,27
PotReportClare11.doc,2,3,1800,1900,VIC,30,54
PotReportClare11.doc,2,4,1800,1900,VIC,20,50
PotReportClare11.doc,2,5,1550,1900,GRE,1,68
PotReportClare11.doc,2,5,1550,1900,EST,1,2
PotReportClare11.doc,2,5,1550,1900,VIC,10,32
PotReportClare11.doc,2,7,100,1900,RB,1,17
PotReportClare11.doc,2,7,100,1900,GRE,2,5
PotReportClare11.doc,2,7,100,1900,VIC,2,4
PotReportClare11.doc,2,8,1550,1600,GRE,1,3
PotReportClare11.doc,3,2,1600,1720,WCS,1,3
PotReportClare11.doc,3,2,1600,1720,EST,1,7
PotReportClare11.doc,3,4,1550,1900,GRE,1,2
PotReportClare11.doc,3,4,1550,1900,VIC,2,4
PotReportClare11.doc,3,6,1100,1600,EMW,1,7
PotReportClare11.doc,3,6,1100,1600,GRE,1,12
PotReportClare11.doc,5,1,1550,1900,GRE,1,24
PotReportClare11.doc,5,1,1550,1900,VIC,14,85
PotReportClare11.doc,5,2,1800,1900,VIC,19,76
PotReportClare11.doc,5,3,1400,1900,LMT,1,10
PotReportClare11.doc,5,3,1400,1900,GRE,2,8
PotReportClare11.doc,5,3,1400,1900,VIC,35,94
PotReportClare11.doc,5,4,1800,1900,VIC,21,106
PotReportClare11.doc,5,5,1800,1900,VIC,33,135
PotReportClare11.doc,5,6,1800,1900,VIC,7,23
PotReportClare11.doc,6,1,1550,1900,GRE,1,3
PotReportClare11.doc,6,1,1550,1900,VIC,1,6
PotReportClare11.doc,6,2,1800,1900,VIC,4,60
PotReportClare11.doc,6,3,1550,1900,GRE,1,2
PotReportClare11.doc,6,3,1550,1900,VIC,8,33
PotReportClare11.doc,6,4,1400,1600,LMT,1,6
PotReportClare11.doc,6,4,1400,1600,GRE,1,18
PotReportClare11.doc,6,5,1550,1600,GRE,2,7
PotReportClare11.doc,6,6,1150,1200,HG,2,9
PotReportClare11.doc,6,8,1100,1200,EMW,1,3
PotReportClare11.doc,7,5,1800,1900,VIC,6,100
PotReportClare11.doc,8,4,1800,1900,VIC,7,28
PotReportClare11.doc,9,4,1800,1900,VIC,1,1
PotReportClare11.doc,10,1,1700,1900,MANG,1,3
PotReportClare11.doc,10,1,1700,1900,VIC,10,43
PotReportClare11.doc,10,2,1800,1900,VIC,11,22
PotReportClare11.doc,10,3,1800,1900,VIC,25,75
PotReportClare11.doc,10,4,1550,1600,GRE,1,10
PotReportClare11.doc,11,1,1800,1900,VIC,1,4
PotReportClare11.doc,11,2,1800,1900,VIC,2,4
PotReportClare11.doc,13,1,1800,1900,VIC,6,13
PotReportClare11.doc,13,2,1100,1900,EMW,2,4
PotReportClare11.doc,13,2,1100,1900,HG,2,20
PotReportClare11.doc,13,2,1100,1900,VIC,9,27
PotReportClare11.doc,13,3,1700,1900,MANG,1,6
PotReportClare11.doc,13,3,1700,1900,VIC,12,63
PotReportClare11.doc,13,4,1100,1900,EMW,2,11
PotReportClare11.doc,13,4,1100,1900,HG,6,29
PotReportClare11.doc,13,4,1100,1900,HGW,1,6
PotReportClare11.doc,13,4,1100,1900,EST,1,4
PotReportClare11.doc,13,4,1100,1900,VIC,6,56
PotReportClare11.doc,13,5,900,1900,THET,1,3
PotReportClare11.doc,13,5,900,1900,EMW,4,15
PotReportClare11.doc,13,5,900,1900,HG,2,22
PotReportClare11.doc,13,5,900,1900,GRE,1,2
PotReportClare11.doc,13,5,900,1900,EST,1,4
PotReportClare11.doc,13,5,900,1900,VIC,1,2
PotReportClare11.doc,13,7,720,1200,IW,1,3
PotReportClare11.doc,13,7,720,1200,HG,2,6
PotReportClare11.doc,14,1,1100,1900,EMW,1,5
PotReportClare11.doc,14,1,1100,1900,VIC,3,6
PotReportClare11.doc,14,2,1150,1900,HG,1,1
PotReportClare11.doc,14,2,1150,1900,GRE,1,26
PotReportClare11.doc,14,2,1150,1900,VIC,5,14
PotReportClare11.doc,14,4,1100,1600,EMW,3,14
PotReportClare11.doc,14,4,1100,1600,HG,1,20
PotReportClare11.doc,14,4,1100,1600,GRE,2,79
PotReportClare11.doc,14,5,720,1250,IW,1,4
PotReportClare11.doc,14,5,720,1250,HED,1,1
PotReportClare11.doc,14,5,720,1250,HG,1,4
PotReportClare11.doc,14,6,1150,1900,HG,1,4
PotReportClare11.doc,14,6,1150,1900,VIC,1,1
PotReportClare11.doc,15,2,1800,1900,VIC,4,4
PotReportClare11.doc,15,3,1150,1200,HG,1,6
PotReportClare11.doc,15,5,1150,1900,HG,1,26
PotReportClare11.doc,15,5,1150,1900,VIC,3,12
PotReportClare11.doc,15,6,1700,1800,EST,1,4
PotReportClare11.doc,16,1,1550,1900,GS,1,4
PotReportClare11.doc,16,1,1550,1900,GRE,1,5
PotReportClare11.doc,16,1,1550,1900,VIC,2,3
PotReportClare11.doc,16,2,1550,1900,GS,1,5
PotReportClare11.doc,16,2,1550,1900,GRE,2,4
PotReportClare11.doc,16,2,1550,1900,EST,2,12
PotReportClare11.doc,16,2,1550,1900,VIC,1,1
PotReportClare11.doc,16,3,1400,1900,LMT,1,2
PotReportClare11.doc,16,3,1400,1900,GRE,1,9
PotReportClare11.doc,16,3,1400,1900,EST,1,2
PotReportClare11.doc,16,3,1400,1900,VIC,3,24
PotReportClare11.doc,16,4,1100,1900,EMW,2,6
PotReportClare11.doc,16,4,1100,1900,GRE,4,13
PotReportClare11.doc,16,4,1100,1900,EST,1,3
PotReportClare11.doc,16,4,1100,1900,VIC,1,1
PotReportClare11.doc,16,5,1100,1600,EMW,1,1
PotReportClare11.doc,16,5,1100,1600,GRE,1,1
PotReportCoddenham11.doc,1,1,1550,1900,GRE,2,7
PotReportCoddenham11.doc,1,1,1550,1900,ES,2,6
PotReportCoddenham11.doc,1,1,1550,1900,VIC,11,28
PotReportCoddenham11.doc,1,2,1450,1900,CW,1,1
PotReportCoddenham11.doc,1,2,1450,1900,GRE,2,4
PotReportCoddenham11.doc,1,2,1450,1900,BW,1,2
PotReportCoddenham11.doc,1,2,1450,1900,ES,2,5
PotReportCoddenham11.doc,1,2,1450,1900,VIC,16,34
PotReportCoddenham11.doc,1,3,1800,1900,VIC,8,24
PotReportCoddenham11.doc,1,4,1550,1900,GRE,2,74
PotReportCoddenham11.doc,1,4,1550,1900,CP,3,15
PotReportCoddenham11.doc,1,4,1550,1900,SWSG,1,2
PotReportCoddenham11.doc,1,4,1550,1900,VIC,22,87
PotReportCoddenham11.doc,1,5,1800,1900,GRE,2,23
PotReportCoddenham11.doc,1,5,1800,1900,VIC,5,5
PotReportCoddenham11.doc,1,6,1550,1900,GRE,1,2
PotReportCoddenham11.doc,1,6,1550,1900,SWSG,1,1
PotReportCoddenham11.doc,1,6,1550,1900,VIC,15,25
PotReportCoddenham11.doc,1,7,1500,1900,GS,1,2
PotReportCoddenham11.doc,1,7,1500,1900,SWSG,1,1
PotReportCoddenham11.doc,1,7,1500,1900,VIC,1,4
PotReportCoddenham11.doc,1,9,1500,1900,GS,1,4
PotReportCoddenham11.doc,1,9,1500,1900,VIC,1,4
PotReportCoddenham11.doc,2,2,1800,1900,VIC,1,19
PotReportCoddenham11.doc,3,1,1700,1900,ES,2,2
PotReportCoddenham11.doc,3,1,1700,1900,VIC,4,39
PotReportCoddenham11.doc,3,2,1550,1900,GRE,2,16
PotReportCoddenham11.doc,3,2,1550,1900,VIC,11,13
PotReportCoddenham11.doc,3,3,1550,1900,GRE,3,37
PotReportCoddenham11.doc,3,3,1550,1900,VIC,2,7
PotReportCoddenham11.doc,3,4,1800,1900,VIC,2,4
PotReportCoddenham11.doc,3,5,-1200,1750,BA,1,4
PotReportCoddenham11.doc,3,5,-1200,1750,SWSG,1,4
PotReportCoddenham11.doc,4,1,1700,1900,ES,1,1
PotReportCoddenham11.doc,4,1,1700,1900,VIC,6,9
PotReportCoddenham11.doc,4,2,1550,1900,GRE,1,1
PotReportCoddenham11.doc,4,2,1550,1900,VIC,6,14
PotReportCoddenham11.doc,4,3,1550,1900,GRE,2,12
PotReportCoddenham11.doc,4,3,1550,1900,DW,1,2
PotReportCoddenham11.doc,4,3,1550,1900,VIC,3,8
PotReportCoddenham11.doc,4,4,900,1900,THET,1,2
PotReportCoddenham11.doc,4,4,900,1900,GRE,3,18
PotReportCoddenham11.doc,4,4,900,1900,BW,1,4
PotReportCoddenham11.doc,4,4,900,1900,DW,1,3
PotReportCoddenham11.doc,4,4,900,1900,ES,1,6
PotReportCoddenham11.doc,4,4,900,1900,VIC,1,1
PotReportCoddenham11.doc,4,5,1500,1600,GS,3,45
PotReportCoddenham11.doc,4,5,1500,1600,GRE,2,26
PotReportCoddenham11.doc,4,6,1550,1600,GRE,1,5
PotReportCoddenham11.doc,5,1,1800,1900,VIC,1,2
PotReportCoddenham11.doc,5,2,1550,1900,GRE,1,4
PotReportCoddenham11.doc,5,2,1550,1900,VIC,12,82
PotReportCoddenham11.doc,5,3,1500,1900,GS,1,5
PotReportCoddenham11.doc,5,3,1500,1900,GRE,3,24
PotReportCoddenham11.doc,5,3,1500,1900,VIC,14,65
PotReportCoddenham11.doc,5,4,1100,1900,EMW,1,5
PotReportCoddenham11.doc,5,4,1100,1900,GS,3,42
PotReportCoddenham11.doc,5,4,1100,1900,GRE,3,19
PotReportCoddenham11.doc,5,4,1100,1900,ES,1,13
PotReportCoddenham11.doc,5,4,1100,1900,VIC,3,23
PotReportCoddenham11.doc,5,6,1100,1600,EMW,1,12
PotReportCoddenham11.doc,5,6,1100,1600,GRE,1,11
PotReportCoddenham11.doc,5,8,450,750,EMS,1,10
PotReportCoddenham11.doc,6,1,1800,1900,VIC,4,14
PotReportCoddenham11.doc,6,2,900,1900,THET,1,2
PotReportCoddenham11.doc,6,2,900,1900,SWSG,1,3
PotReportCoddenham11.doc,6,2,900,1900,VIC,27,79
PotReportCoddenham11.doc,6,3,900,1550,THET,1,4
PotReportCoddenham11.doc,6,3,900,1550,LMT,1,2
PotReportCoddenham11.doc,6,3,900,1550,GS,1,1
PotReportCoddenham11.doc,6,4,-1200,1050,BA,1,9
PotReportCoddenham11.doc,6,4,-1200,1050,THET,1,1
PotReportCoddenham11.doc,6,5,-1200,1200,BA,1,3
PotReportCoddenham11.doc,6,5,-1200,1200,EMW,1,2
PotReportCoddenham11.doc,6,6,450,1100,EMS,1,5
PotReportCoddenham11.doc,6,6,450,1100,THET,1,1
PotReportCoddenham11.doc,7,1,1100,1900,EMW,1,4
PotReportCoddenham11.doc,7,1,1100,1900,VIC,1,5
PotReportCoddenham11.doc,7,2,100,400,RB,5,10
PotReportCoddenham11.doc,7,3,1800,1900,VIC,2,13
PotReportCoddenham11.doc,7,4,-1200,-500,BA,1,1
PotReportCoddenham11.doc,8,1,1100,1900,EMW,6,12
PotReportCoddenham11.doc,8,1,1100,1900,VIC,1,1
PotReportCoddenham11.doc,8,2,900,1900,THET,1,5
PotReportCoddenham11.doc,8,2,900,1900,EMW,3,9
PotReportCoddenham11.doc,8,2,900,1900,MG,1,1
PotReportCoddenham11.doc,8,2,900,1900,LMT,1,2
PotReportCoddenham11.doc,8,2,900,1900,VIC,1,1
PotReportCoddenham11.doc,8,3,450,1900,EMS,1,7
PotReportCoddenham11.doc,8,3,450,1900,EMW,4,7
PotReportCoddenham11.doc,8,3,450,1900,ES,1,1
PotReportCoddenham11.doc,8,3,450,1900,VIC,2,6
PotReportCoddenham11.doc,9,1,1100,1900,EMW,4,13
PotReportCoddenham11.doc,9,1,1100,1900,GRE,1,3
PotReportCoddenham11.doc,9,1,1100,1900,VIC,7,11
PotReportCoddenham11.doc,9,2,1100,1900,EMW,3,5
PotReportCoddenham11.doc,9,2,1100,1900,VIC,3,5
PotReportCoddenham11.doc,9,3,1100,1900,EMW,6,36
PotReportCoddenham11.doc,9,3,1100,1900,VIC,2,2
PotReportCoddenham11.doc,9,4,1100,1900,EMW,2,7
PotReportCoddenham11.doc,9,4,1100,1900,VIC,2,4
PotReportCoddenham11.doc,10,3,1100,1900,EMW,1,6
PotReportCoddenham11.doc,10,3,1100,1900,ES,2,10
PotReportCoddenham11.doc,10,3,1100,1900,SWSG,2,4
PotReportCoddenham11.doc,10,3,1100,1900,VIC,4,9
PotReportCoddenham11.doc,10,4,1550,1900,GRE,2,3
PotReportCoddenham11.doc,10,4,1550,1900,DW,1,2
PotReportCoddenham11.doc,10,4,1550,1900,VIC,3,5
PotReportCottenham11.doc,1,2,1800,1900,VIC,8,22
PotReportCottenham11.doc,1,3,1550,1900,GRE,1,5
PotReportCottenham11.doc,1,3,1550,1900,VIC,5,15
PotReportCottenham11.doc,1,4,1800,1900,VIC,11,41
PotReportCottenham11.doc,1,5,1800,1900,VIC,17,64
PotReportCottenham11.doc,1,6,1800,1900,VIC,6,17
PotReportCottenham11.doc,2,1,1800,1900,VIC,1,1
PotReportCottenham11.doc,2,2,1550,1900,GRE,5,28
PotReportCottenham11.doc,2,2,1550,1900,SS,1,10
PotReportCottenham11.doc,2,2,1550,1900,VIC,3,10
PotReportCottenham11.doc,2,3,1550,1900,GRE,7,63
PotReportCottenham11.doc,2,3,1550,1900,VIC,4,12
PotReportCottenham11.doc,2,4,1550,1900,GRE,3,25
PotReportCottenham11.doc,2,4,1550,1900,VIC,3,35
PotReportCottenham11.doc,2,5,900,1650,THT,1,22
PotReportCottenham11.doc,2,5,900,1650,HG,1,13
PotReportCottenham11.doc,2,5,900,1650,GRE,4,62
PotReportCottenham11.doc,2,5,900,1650,WCS,1,6
PotReportCottenham11.doc,2,6,1100,1200,EMW,1,5
PotReportCottenham11.doc,2,7,1100,1900,EMW,2,18
PotReportCottenham11.doc,2,7,1100,1900,ELY,2,21
PotReportCottenham11.doc,2,7,1100,1900,VIC,2,2
PotReportCottenham11.doc,3,1,1800,1900,VIC,5,11
PotReportCottenham11.doc,3,3,1800,1900,VIC,1,15
PotReportCottenham11.doc,4,1,1700,1900,SMW,1,7
PotReportCottenham11.doc,4,1,1700,1900,VIC,8,12
PotReportCottenham11.doc,4,2,1800,1900,VIC,6,10
PotReportCottenham11.doc,4,3,1550,1900,GRE,1,1
PotReportCottenham11.doc,4,3,1550,1900,VIC,4,40
PotReportCottenham11.doc,5,2,1550,1900,GRE,1,5
PotReportCottenham11.doc,5,2,1550,1900,EST,2,9
PotReportCottenham11.doc,5,2,1550,1900,VIC,42,96
PotReportCottenham11.doc,5,3,1800,1900,VIC,78,394
PotReportCottenham11.doc,5,4,1550,1900,GRE,4,35
PotReportCottenham11.doc,5,4,1550,1900,EST,2,12
PotReportCottenham11.doc,5,4,1550,1900,SWSG,1,2
PotReportCottenham11.doc,5,4,1550,1900,VIC,45,156
PotReportCottenham11.doc,5,5,1550,1900,GRE,10,63
PotReportCottenham11.doc,5,5,1550,1900,EST,1,1
PotReportCottenham11.doc,5,5,1550,1900,VIC,5,16
PotReportCottenham11.doc,5,6,1550,1600,GRE,6,26
PotReportCottenham11.doc,6,1,1100,1900,SHW,1,5
PotReportCottenham11.doc,6,1,1100,1900,GRE,3,94
PotReportCottenham11.doc,6,1,1100,1900,VIC,33,103
PotReportCottenham11.doc,6,2,100,1900,RB,1,7
PotReportCottenham11.doc,6,2,100,1900,VIC,33,137
PotReportCottenham11.doc,6,3,100,1900,RB,1,2
PotReportCottenham11.doc,6,3,100,1900,GRIM,1,1
PotReportCottenham11.doc,6,3,100,1900,VIC,11,25
PotReportCottenham11.doc,6,4,-200,1600,IA,2,95
PotReportCottenham11.doc,6,4,-200,1600,RB,13,164
PotReportCottenham11.doc,6,4,-200,1600,EMS,1,5
PotReportCottenham11.doc,6,4,-200,1600,GRE,2,58
PotReportCottenham11.doc,6,6,100,400,RB,3,75
PotReportCottenham11.doc,6,F20,100,1900,RB,1,1
PotReportCottenham11.doc,6,F20,100,1900,VIC,3,8
PotReportCottenham11.doc,6,F21,100,1900,RB,12,113
PotReportCottenham11.doc,6,F21,100,1900,EMS,1,4
PotReportCottenham11.doc,6,F21,100,1900,VIC,1,6
PotReportCottenham11.doc,6,F23,200,-50,IA,1,9
PotReportCottenham11.doc,7,4,1800,1900,VIC,5,12
PotReportCottenham11.doc,7,5,1100,1900,EMW,1,5
PotReportCottenham11.doc,7,5,1100,1900,GRE,1,5
PotReportCottenham11.doc,7,5,1100,1900,VIC,14,65
PotReportCottenham11.doc,7,6,1550,1900,GRE,1,25
PotReportCottenham11.doc,7,6,1550,1900,VIC,1,8
PotReportCottenham11.doc,7,7,1650,1900,SS,8,51
PotReportCottenham11.doc,7,7,1650,1900,VIC,3,9
PotReportCottenham11.doc,8,1,1100,1900,THT,1,4
PotReportCottenham11.doc,8,1,1100,1900,EMW,1,7
PotReportCottenham11.doc,8,1,1100,1900,VIC,3,5
PotReportCottenham11.doc,8,2,1400,1900,LMT,1,1
PotReportCottenham11.doc,8,2,1400,1900,VIC,3,10
PotReportCottenham11.doc,8,3,1800,1900,VIC,2,15
PotReportCottenham11.doc,8,4,1100,1900,EMW,1,9
PotReportCottenham11.doc,8,4,1100,1900,VIC,10,22
PotReportCottenham11.doc,8,5,900,1300,THT,1,9
PotReportCottenham11.doc,8,5,900,1300,STAM,1,2
PotReportCottenham11.doc,8,5,900,1300,EMW,6,30
PotReportCottenham11.doc,8,5,900,1300,GRIM,1,6
PotReportCottenham11.doc,8,6,1800,1900,VIC,1,1
